time ms
1554996078	31.961000
1554996137	32.162000
1554996197	32.096000
1554996257	31.902000
1554996317	31.976000
1554996377	32.206000
1554996437	32.289000
1554996498	32.233000
1554996620	32.437000
1554996677	32.090000
1554996740	41.116000
1554996798	31.889000
1554996857	31.969000
1554996917	31.983000
1554996977	31.959000
1554997037	31.950000
1554997097	32.096000
1554997157	32.161000
1554997217	31.835000
1554997338	31.865000
1554997397	32.134000
1554997457	32.385000
1554997518	32.638000
1554997577	36.070000
1554997639	32.049000
1554997697	32.363000
1554997757	32.151000
1554997879	31.714000
1554997938	51.290000
1554997997	32.476000
1554998057	31.948000
1554998117	33.170000
1554998177	32.010000
1554998299	31.952000
1554998357	31.774000
1554998419	90.056000
1554998477	32.281000
1554998539	32.326000
1554998597	31.887000
1554998657	31.912000
1554998778	32.358000
1554998837	32.274000
1554998897	31.845000
1554998957	32.082000
1554999017	32.337000
1554999138	32.037000
1554999197	31.967000
1554999257	32.037000
1554999319	31.907000
1554999377	32.145000
1554999439	32.061000
1554999497	32.036000
1554999557	31.808000
1554999678	31.939000
1554999737	32.029000
1554999797	32.628000
1554999857	31.954000
1554999978	31.936000
1555000037	32.287000
1555000097	31.928000
1555000157	31.902000
1555000218	33.099000
1555000279	31.925000
1555000338	32.193000
1555000397	32.622000
1555000457	32.030000
1555000517	32.113000
1555000577	31.840000
1555000637	32.025000
1555000758	32.065000
1555000817	32.207000
1555000877	31.908000
1555000937	32.210000
1555001058	31.723000
1555001118	46.462000
1555001178	31.945000
1555001239	32.444000
1555001297	34.007000
1555001357	32.264000
1555001417	31.965000
1555001477	32.837000
1555001537	50.943000
1555001597	32.341000
1555001718	33.730000
1555001777	31.883000
1555001837	32.285000
1555001897	31.905000
1555001957	32.004000
1555002077	32.875000
1555002140	32.085000
1555002197	32.038000
1555002257	32.101000
1555002317	32.108000
1555002438	31.983000
1555002497	33.197000
1555002557	32.284000
1555002617	32.103000
1555002676	32.121000
1555002737	32.009000
1555002797	32.165000
1555002857	32.161000
1555002977	31.947000
1555003039	32.172000
1555003097	33.030000
1555003157	32.016000
1555003217	31.938000
1555003277	32.068000
1555003399	32.152000
1555003458	31.891000
1555003517	31.865000
1555003577	32.003000
1555003637	32.137000
1555003697	32.296000
1555003821	31.930000
1555003877	31.893000
1555003939	32.465000
1555003998	32.513000
1555004057	32.171000
1555004179	31.850000
1555004238	31.890000
1555004297	32.856000
1555004419	31.879000
1555004477	31.985000
1555004537	32.117000
1555004597	32.203000
1555004657	32.028000
1555004777	32.256000
1555004839	33.823000
1555004897	32.410000
1555004957	32.010000
1555005017	32.103000
1555005077	32.132000
1555005197	32.285000
1555005257	32.020000
1555005317	31.885000
1555005377	31.866000
1555005437	32.259000
1555005497	32.156000
1555005620	59.889000
1555005677	31.969000
1555005739	31.850000
1555005797	31.969000
1555005857	32.017000
1555005917	32.140000
1555006038	31.991000
1555006097	31.854000
1555006218	32.694000
1555006277	31.876000
1555006337	32.151000
1555006397	31.932000
1555006457	31.991000
1555006577	32.133000
1555006639	37.875000
1555006697	36.645000
1555006757	32.027000
1555006817	31.827000
1555006877	32.038000
1555006937	32.193000
1555007058	32.203000
1555007117	31.950000
1555007177	31.926000
1555007298	32.113000
1555007357	31.912000
1555007420	32.092000
1555007478	31.897000
1555007538	32.196000
1555007597	32.150000
1555007657	32.181000
1555007717	31.925000
1555007777	31.972000
1555007837	31.907000
1555007958	31.876000
1555008017	32.414000
1555008138	31.926000
1555008197	32.160000
1555008257	32.006000
1555008377	31.813000
1555008438	36.237000
1555008497	32.382000
1555008557	32.030000
1555008679	32.023000
1555008737	31.940000
1555008797	32.666000
1555008857	31.826000
1555008917	33.168000
1555008977	31.955000
1555009037	31.805000
1555009097	32.058000
1555009157	31.907000
1555009219	80.584000
1555009278	32.071000
1555009338	40.980000
1555009397	32.104000
1555009457	32.052000
1555009517	31.802000
1555009638	32.185000
1555009697	31.991000
1555009757	31.958000
1555009818	32.097000
1555009877	32.302000
1555009999	32.000000
1555010057	32.097000
1555010119	31.959000
1555010177	32.040000
1555010238	32.670000
1555010297	32.015000
1555010357	32.124000
1555010417	32.088000
1555010538	31.882000
1555010597	32.319000
1555010657	32.076000
1555010717	32.144000
1555010777	32.119000
1555010898	31.894000
1555010957	32.226000
1555011019	32.098000
1555011077	31.918000
1555011138	32.170000
1555011198	32.101000
1555011257	32.181000
1555011317	32.067000
1555011438	31.765000
1555011497	31.839000
1555011618	32.028000
1555011677	31.972000
1555011737	31.917000
1555011797	32.099000
1555011920	32.083000
1555011977	31.909000
1555012039	36.026000
1555012098	35.510000
1555012157	32.137000
1555012217	31.952000
1555012277	32.174000
1555012398	31.960000
1555012457	31.864000
1555012578	32.235000
1555012637	31.855000
1555012697	32.433000
1555012757	32.245000
1555012818	63.430000
1555012878	32.060000
1555012939	34.250000
1555012997	32.089000
1555013057	32.126000
1555013117	32.090000
1555013177	31.932000
1555013298	32.206000
1555013357	32.241000
1555013417	32.245000
1555013538	31.930000
1555013597	32.014000
1555013657	32.290000
1555013777	32.021000
1555013840	31.977000
1555013897	31.980000
1555013957	32.162000
1555014017	34.413000
1555014138	31.868000
1555014197	31.990000
1555014257	32.171000
1555014317	31.922000
1555014438	31.915000
1555014497	31.834000
1555014557	32.059000
1555014619	32.298000
1555014677	32.022000
1555014739	34.514000
1555014798	31.935000
1555014857	32.127000
1555014917	31.920000
1555014977	32.060000
1555015037	31.923000
1555015158	31.983000
1555015217	31.982000
1555015277	32.035000
1555015337	32.253000
1555015458	32.233000
1555015518	32.025000
1555015578	32.103000
1555015639	33.087000
1555015697	34.161000
1555015757	32.221000
